Algorithm,Train Accuracy,Train Precision,Train Recall,Train F1 Score,Test Accuracy,Test Precision,Test Recall,Test F1 Score,Val. Accuracy,Val. Precision,Val. Recall,Val. F1 Score,AUC,Bal. Strategy,% of Features,Folds,Fold,Execution,Random State,Feat. Selec. Strategy,Features,Features Importance,Model
LogisticRegression,0.4293,0.4221,0.4293,0.3032,0.4277,0.4186,0.4277,0.4231,0.4246,0.4177,0.4246,0.4211,0.6731,not-balanced,100,10,3,1,409,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': -0.0031, 'anger': 0.0002, 'anticipation': 0.0009, 'trust': -0.0028, 'surprise': 0.0015, 'sadness': -0.0025, 'disgust': -0.0005, 'joy': -0.0028, 'a_score': -0.0199}","LogisticRegression(max_iter=100000, multi_class='multinomial')"
LogisticRegression,0.4199,0.413,0.4199,0.2976,0.4295,0.422,0.4295,0.4256,0.4226,0.4162,0.4226,0.4193,0.669,not-balanced,100,10,6,1,550,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0008, 'anger': -0.0, 'anticipation': -0.0017, 'trust': -0.0046, 'surprise': -0.0, 'sadness': -0.0006, 'disgust': -0.0005, 'joy': -0.005, 'a_score': -0.0276}","LogisticRegression(max_iter=100000, multi_class='multinomial')"
LogisticRegression,0.4252,0.4196,0.4252,0.3005,0.4269,0.416,0.4269,0.4211,0.4221,0.4154,0.4221,0.4185,0.6699,not-balanced,100,10,6,3,541,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': -0.0046, 'anger': -0.0018, 'anticipation': -0.0008, 'trust': -0.0029, 'surprise': 0.001, 'sadness': -0.0019, 'disgust': -0.0023, 'joy': -0.0036, 'a_score': -0.0262}","LogisticRegression(max_iter=100000, multi_class='multinomial')"
LogisticRegression,0.4173,0.4104,0.4173,0.2958,0.4291,0.4228,0.4291,0.4257,0.4221,0.4159,0.4221,0.4188,0.6695,not-balanced,100,10,9,1,273,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': -0.0014, 'anger': 0.0002, 'anticipation': 0.0005, 'trust': -0.0029, 'surprise': 0.0006, 'sadness': -0.0003, 'disgust': -0.005, 'joy': -0.0047, 'a_score': -0.03}","LogisticRegression(max_iter=100000, multi_class='multinomial')"
LogisticRegression,0.4255,0.4183,0.4255,0.3008,0.4206,0.4134,0.4206,0.4168,0.4209,0.4148,0.4209,0.4176,0.6722,not-balanced,100,10,7,5,513,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': -0.0007, 'anger': -0.0004, 'anticipation': -0.0002, 'trust': -0.0025, 'surprise': 0.0013, 'sadness': -0.0045, 'disgust': 0.0017, 'joy': -0.0059, 'a_score': -0.0244}","LogisticRegression(max_iter=100000, multi_class='multinomial')"
LogisticRegression,0.4212,0.4148,0.4212,0.2979,0.426,0.4171,0.426,0.4212,0.4208,0.4145,0.4208,0.4173,0.6685,not-balanced,100,10,4,3,847,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0007, 'anger': 0.0007, 'anticipation': 0.0012, 'trust': -0.0012, 'surprise': 0.0005, 'sadness': -0.002, 'disgust': 0.0028, 'joy': -0.0063, 'a_score': -0.0251}","LogisticRegression(max_iter=100000, multi_class='multinomial')"
LogisticRegression,0.4234,0.4153,0.4234,0.2998,0.4224,0.4177,0.4224,0.4197,0.4208,0.4152,0.4208,0.4178,0.6706,not-balanced,100,10,10,5,880,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0011, 'anger': 0.0007, 'anticipation': -0.0003, 'trust': -0.0034, 'surprise': 0.0016, 'sadness': -0.0004, 'disgust': -0.0021, 'joy': -0.0032, 'a_score': -0.0233}","LogisticRegression(max_iter=100000, multi_class='multinomial')"
LogisticRegression,0.4279,0.4208,0.4279,0.3032,0.414,0.4071,0.414,0.4103,0.4204,0.4145,0.4204,0.4171,0.6788,not-balanced,100,10,3,5,586,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': -0.0003, 'anger': 0.0003, 'anticipation': 0.0023, 'trust': -0.0047, 'surprise': 0.0002, 'sadness': -0.0019, 'disgust': -0.0018, 'joy': -0.0046, 'a_score': -0.0199}","LogisticRegression(max_iter=100000, multi_class='multinomial')"
LogisticRegression,0.4225,0.4164,0.4225,0.2992,0.421,0.4149,0.421,0.4179,0.4197,0.4145,0.4197,0.417,0.6726,not-balanced,100,10,9,5,147,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': -0.0018, 'anger': 0.0008, 'anticipation': 0.0004, 'trust': -0.0023, 'surprise': 0.0029, 'sadness': -0.0025, 'disgust': -0.0019, 'joy': -0.0035, 'a_score': -0.0223}","LogisticRegression(max_iter=100000, multi_class='multinomial')"
LogisticRegression,0.419,0.412,0.419,0.2965,0.4258,0.4187,0.4258,0.4218,0.4197,0.414,0.4197,0.4165,0.6708,not-balanced,100,10,8,2,672,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0002, 'anger': -0.0035, 'anticipation': -0.0, 'trust': -0.0031, 'surprise': -0.0001, 'sadness': -0.0012, 'disgust': -0.0001, 'joy': -0.0061, 'a_score': -0.0291}","LogisticRegression(max_iter=100000, multi_class='multinomial')"
LogisticRegression,0.4251,0.4183,0.4251,0.301,0.4173,0.4108,0.4173,0.4136,0.4194,0.4137,0.4194,0.4163,0.6718,not-balanced,100,10,5,1,224,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': -0.0021, 'anger': 0.0009, 'anticipation': -0.0012, 'trust': -0.0021, 'surprise': 0.0003, 'sadness': -0.0018, 'disgust': -0.0025, 'joy': -0.0029, 'a_score': -0.0243}","LogisticRegression(max_iter=100000, multi_class='multinomial')"
LogisticRegression,0.4237,0.4166,0.4237,0.2995,0.4178,0.4101,0.4178,0.4135,0.4194,0.4131,0.4194,0.4159,0.6734,not-balanced,100,10,6,4,831,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': -0.0014, 'anger': -0.0003, 'anticipation': -0.0016, 'trust': -0.0023, 'surprise': -0.0003, 'sadness': -0.0019, 'disgust': -0.0019, 'joy': -0.0048, 'a_score': -0.0275}","LogisticRegression(max_iter=100000, multi_class='multinomial')"
LogisticRegression,0.4241,0.4184,0.4241,0.3007,0.4131,0.4064,0.4131,0.4096,0.4191,0.414,0.4191,0.4163,0.6783,not-balanced,100,10,9,2,13,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': -0.0006, 'anger': 0.0, 'anticipation': -0.0049, 'trust': -0.0033, 'surprise': 0.0003, 'sadness': -0.0038, 'disgust': 0.0006, 'joy': -0.0058, 'a_score': -0.0188}","LogisticRegression(max_iter=100000, multi_class='multinomial')"
LogisticRegression,0.4168,0.4103,0.4168,0.2956,0.4269,0.4192,0.4269,0.4228,0.419,0.4129,0.419,0.4156,0.6699,not-balanced,100,10,6,5,622,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': -0.0045, 'anger': -0.0016, 'anticipation': -0.0064, 'trust': -0.0036, 'surprise': -0.0007, 'sadness': -0.0045, 'disgust': -0.001, 'joy': -0.0061, 'a_score': -0.0282}","LogisticRegression(max_iter=100000, multi_class='multinomial')"
LogisticRegression,0.4182,0.4121,0.4182,0.296,0.4223,0.4149,0.4223,0.418,0.4185,0.4126,0.4185,0.4151,0.67,not-balanced,100,10,3,4,403,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': -0.0069, 'anger': -0.0002, 'anticipation': -0.0061, 'trust': -0.0049, 'surprise': 0.0005, 'sadness': -0.0031, 'disgust': -0.0011, 'joy': -0.0063, 'a_score': -0.0286}","LogisticRegression(max_iter=100000, multi_class='multinomial')"
