Algorithm,Train Accuracy,Train Precision,Train Recall,Train F1 Score,Test Accuracy,Test Precision,Test Recall,Test F1 Score,Val. Accuracy,Val. Precision,Val. Recall,Val. F1 Score,AUC,Bal. Strategy,% of Features,Folds,Feat. Selec. Strategy,Features,Features Importance,Model
RandomForestClassifier,0.8458,0.8612,0.8458,0.7869,0.8464,0.8608,0.8464,0.8472,0.8499,0.8642,0.8499,0.8498,0.9608,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0112, 'anger': 0.009, 'anticipation': 0.0099, 'trust': 0.013, 'surprise': 0.0102, 'sadness': 0.0165, 'disgust': 0.0082, 'joy': 0.0103, 'a_score': 0.4428}",RandomForestClassifier()
DecisionTreeClassifier,0.8567,0.8503,0.8567,0.7003,0.8434,0.8304,0.8434,0.8282,0.8492,0.8384,0.8492,0.8372,0.9489,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0167, 'anger': 0.0061, 'anticipation': 0.0095, 'trust': 0.02, 'surprise': 0.0106, 'sadness': 0.0143, 'disgust': 0.0119, 'joy': 0.0112, 'a_score': 0.4225}",DecisionTreeClassifier()
RandomForestClassifier,0.8471,0.8653,0.8471,0.7896,0.8479,0.865,0.8479,0.8483,0.849,0.8662,0.849,0.8488,0.9596,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0121, 'anger': 0.0077, 'anticipation': 0.0077, 'trust': 0.0156, 'surprise': 0.0099, 'sadness': 0.0127, 'disgust': 0.0083, 'joy': 0.0075, 'a_score': 0.4434}",RandomForestClassifier()
DecisionTreeClassifier,0.854,0.8494,0.854,0.7008,0.8416,0.8286,0.8416,0.8246,0.849,0.8369,0.849,0.8354,0.9456,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0186, 'anger': 0.0054, 'anticipation': 0.0104, 'trust': 0.0156, 'surprise': 0.0095, 'sadness': 0.0132, 'disgust': 0.0122, 'joy': 0.0109, 'a_score': 0.4212}",DecisionTreeClassifier()
DecisionTreeClassifier,0.8571,0.8487,0.8571,0.7095,0.8386,0.8235,0.8386,0.8237,0.8488,0.8381,0.8488,0.8374,0.9465,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0137, 'anger': 0.0106, 'anticipation': 0.0079, 'trust': 0.0215, 'surprise': 0.0094, 'sadness': 0.015, 'disgust': 0.0123, 'joy': 0.0117, 'a_score': 0.4272}",DecisionTreeClassifier()
RandomForestClassifier,0.8475,0.8612,0.8475,0.7879,0.8497,0.8648,0.8497,0.8506,0.8487,0.8639,0.8487,0.8487,0.9619,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0154, 'anger': 0.0097, 'anticipation': 0.009, 'trust': 0.0135, 'surprise': 0.0108, 'sadness': 0.0222, 'disgust': 0.0083, 'joy': 0.0113, 'a_score': 0.4457}",RandomForestClassifier()
RandomForestClassifier,0.8493,0.864,0.8493,0.794,0.8443,0.8589,0.8443,0.8454,0.8487,0.8642,0.8487,0.8489,0.9634,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0106, 'anger': 0.01, 'anticipation': 0.0084, 'trust': 0.015, 'surprise': 0.01, 'sadness': 0.0207, 'disgust': 0.0084, 'joy': 0.0074, 'a_score': 0.4428}",RandomForestClassifier()
RandomForestClassifier,0.8462,0.8616,0.8462,0.7905,0.847,0.8628,0.847,0.8482,0.8487,0.8643,0.8487,0.8488,0.9606,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0121, 'anger': 0.0112, 'anticipation': 0.0053, 'trust': 0.0106, 'surprise': 0.0088, 'sadness': 0.0194, 'disgust': 0.0079, 'joy': 0.0073, 'a_score': 0.4421}",RandomForestClassifier()
DecisionTreeClassifier,0.8536,0.8457,0.8536,0.6975,0.8367,0.8205,0.8367,0.8213,0.8487,0.838,0.8487,0.8368,0.9405,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.0177, 'anger': 0.0093, 'anticipation': 0.0097, 'trust': 0.0192, 'surprise': 0.0068, 'sadness': 0.0109, 'disgust': 0.0121, 'joy': 0.0117, 'a_score': 0.4171}",DecisionTreeClassifier()
RandomForestClassifier,0.8484,0.8631,0.8484,0.7894,0.8467,0.8622,0.8467,0.8471,0.8485,0.8637,0.8485,0.8481,0.9613,not-balanced,100,10,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': 0.012, 'anger': 0.0075, 'anticipation': 0.0074, 'trust': 0.0169, 'surprise': 0.0088, 'sadness': 0.0143, 'disgust': 0.0097, 'joy': 0.0057, 'a_score': 0.4399}",RandomForestClassifier()
