Algorithm,Train Accuracy,Train Precision,Train Recall,Train F1 Score,Test Accuracy,Test Precision,Test Recall,Test F1 Score,Val. Accuracy,Val. Precision,Val. Recall,Val. F1 Score,AUC,Bal. Strategy,% of Features,Folds,Fold,Execution,Random State,Feat. Selec. Strategy,Features,Features Importance,Model
LogisticRegression,0.7849,0.7846,0.7849,0.7663,0.7824,0.7816,0.7824,0.782,0.7809,0.7808,0.7809,0.7808,0.8244,not-balanced,100,10,4,1,849,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': -0.0027, 'anger': 0.0, 'anticipation': -0.0026, 'trust': -0.0006, 'surprise': -0.0023, 'sadness': -0.0002, 'disgust': -0.0026, 'joy': 0.0002, 'a_score': 0.242}","LogisticRegression(max_iter=100000, multi_class='multinomial')"
LogisticRegression,0.7859,0.7855,0.7859,0.7668,0.7809,0.7798,0.7809,0.7803,0.7809,0.7804,0.7809,0.7807,0.8257,not-balanced,100,10,6,5,850,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': -0.0014, 'anger': 0.0, 'anticipation': -0.0017, 'trust': -0.0002, 'surprise': -0.0009, 'sadness': 0.0006, 'disgust': -0.0028, 'joy': 0.0008, 'a_score': 0.2444}","LogisticRegression(max_iter=100000, multi_class='multinomial')"
LogisticRegression,0.7802,0.7801,0.7802,0.7627,0.7862,0.7857,0.7862,0.7859,0.7809,0.781,0.7809,0.7809,0.8222,not-balanced,100,10,9,3,640,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': -0.004, 'anger': 0.0, 'anticipation': -0.0018, 'trust': -0.0004, 'surprise': -0.0009, 'sadness': -0.0013, 'disgust': -0.0041, 'joy': -0.0, 'a_score': 0.2436}","LogisticRegression(max_iter=100000, multi_class='multinomial')"
LogisticRegression,0.7805,0.781,0.7805,0.7638,0.7849,0.7846,0.7849,0.7848,0.7802,0.7805,0.7802,0.7804,0.8246,not-balanced,100,10,6,1,976,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': -0.0036, 'anger': -0.0009, 'anticipation': -0.0025, 'trust': -0.0017, 'surprise': -0.002, 'sadness': -0.0012, 'disgust': -0.0031, 'joy': -0.0013, 'a_score': 0.2423}","LogisticRegression(max_iter=100000, multi_class='multinomial')"
LogisticRegression,0.7812,0.781,0.7812,0.7632,0.7816,0.781,0.7816,0.7813,0.7802,0.7802,0.7802,0.7802,0.8248,not-balanced,100,10,5,5,352,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': -0.0037, 'anger': -0.0001, 'anticipation': 0.0, 'trust': -0.0, 'surprise': -0.002, 'sadness': -0.0042, 'disgust': -0.0029, 'joy': 0.0012, 'a_score': 0.2417}","LogisticRegression(max_iter=100000, multi_class='multinomial')"
LogisticRegression,0.7797,0.7803,0.7797,0.763,0.7863,0.7861,0.7863,0.7862,0.7801,0.7802,0.7801,0.7801,0.8242,not-balanced,100,10,4,2,527,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': -0.0035, 'anger': 0.0001, 'anticipation': -0.0033, 'trust': 0.0002, 'surprise': -0.0015, 'sadness': 0.0001, 'disgust': -0.0026, 'joy': 0.0001, 'a_score': 0.2429}","LogisticRegression(max_iter=100000, multi_class='multinomial')"
LogisticRegression,0.7843,0.7845,0.7843,0.7672,0.7822,0.7809,0.7822,0.7815,0.7797,0.7796,0.7797,0.7796,0.824,not-balanced,100,10,8,5,665,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': -0.0016, 'anger': 0.0, 'anticipation': -0.0016, 'trust': 0.0, 'surprise': -0.001, 'sadness': -0.0006, 'disgust': -0.0032, 'joy': 0.0002, 'a_score': 0.2447}","LogisticRegression(max_iter=100000, multi_class='multinomial')"
LogisticRegression,0.7814,0.7811,0.7814,0.7626,0.7838,0.7826,0.7838,0.7831,0.7796,0.7793,0.7796,0.7795,0.8225,not-balanced,100,10,8,4,984,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': -0.0034, 'anger': -0.0006, 'anticipation': -0.0002, 'trust': -0.0008, 'surprise': -0.0024, 'sadness': -0.0042, 'disgust': -0.0037, 'joy': 0.0002, 'a_score': 0.2414}","LogisticRegression(max_iter=100000, multi_class='multinomial')"
LogisticRegression,0.7816,0.7823,0.7816,0.7651,0.7817,0.7816,0.7817,0.7816,0.7787,0.7798,0.7787,0.7792,0.8274,not-balanced,100,10,10,5,180,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': -0.0025, 'anger': -0.0, 'anticipation': 0.0001, 'trust': -0.0002, 'surprise': -0.0015, 'sadness': 0.0003, 'disgust': -0.003, 'joy': -0.0004, 'a_score': 0.2431}","LogisticRegression(max_iter=100000, multi_class='multinomial')"
LogisticRegression,0.7826,0.7835,0.7826,0.7667,0.7786,0.7782,0.7786,0.7784,0.7786,0.7796,0.7786,0.7791,0.8295,not-balanced,100,10,5,1,256,kbest,"['fear', 'anger', 'anticipation', 'trust', 'surprise', 'sadness', 'disgust', 'joy', 'a_score']","{'fear': -0.0018, 'anger': -0.0001, 'anticipation': 0.0004, 'trust': -0.0001, 'surprise': -0.0026, 'sadness': 0.0003, 'disgust': -0.0026, 'joy': -0.0003, 'a_score': 0.2451}","LogisticRegression(max_iter=100000, multi_class='multinomial')"
